id,ranking,dish,name,count,stars,full_address
1075,13,roast duck,China Chan Restaurant,0.1111111111111111,3.5,10227 N Metro Pkwy E Phoenix  AZ 85051
1076,14,roast duck,Noodle ChaCha,0.09375,3.0,2021 W Sunset Rd Henderson  NV 89014
1077,15,roast duck,Wahsun Chinese Restaurant,0.09090909090909091,4.0,8056 N 19th Ave Phoenix  AZ 85021
1078,16,roast duck,BBQ King,0.07692307692307693,2.5,5650 Spring Mountain Rd Chinatown Las Vegas  NV 89146
1079,17,roast duck,Diamond's Chinese Restaurant,0.07142857142857142,3.0,4402 N 7th Ave Phoenix  AZ 85013
1080,18,roast duck,Kung Fu Chef,0.07142857142857142,3.5,5115 Spring Mountain Rd Ste 103 Chinatown Las Vegas  NV 89146
1081,19,roast duck,HK Star,0.0641025641025641,3.5,3400 S Jones Blvd Ste # 15 Chinatown Las Vegas  NV 89146
1082,20,roast duck,Noodle Palace,0.0625,3.5,5115 Spring Mountain Rd Ste 203 Chinatown Las Vegas  NV 89146
1083,21,roast duck,Cafe Noodle & Chinese Barbeque,0.05714285714285714,3.5,4355 Spring Mountain Rd Chinatown Las Vegas  NV 89102
1084,22,roast duck,World Noodle,0.05555555555555555,3.5,4355 Spring Mountain Rd Ste 101 Chinatown Las Vegas  NV 89102
1085,23,roast duck,Jacky Chan,0.05263157894736842,3.0,8544 Blue Diamond Rd Ste 100 Southwest Las Vegas  NV 89178
1086,24,roast duck,Dragon Noodle Co.,0.05128205128205128,2.5,Monte Carlo Resort & Casino 3770 Las Vegas Blvd S The Strip Las Vegas  NV 89109
1087,25,roast duck,China China Restaurant,0.05,4.0,1034 E Main St Mesa  AZ 85203
1088,26,roast duck,Mekong Palace,0.04,3.5,66 S Dobson Rd Ste 120 Mesa  AZ 85202
1089,27,roast duck,Phoenix Palace,0.038834951456310676,3.5,2075 N Dobson Rd Chandler  AZ 85224
1090,28,roast duck,Cathay House Restaurant,0.03614457831325301,3.0,5300 Spring Mountain Rd Ste 107 Chinatown Las Vegas  NV 89146
1091,29,roast duck,Wendy's Noodle Cafe,0.033816425120772944,4.0,3401 S Jones Blvd Chinatown Las Vegas  NV 89146
1092,30,roast duck,Sam Woo BBQ Restaurant,0.03125,2.0,4215 Spring Mountain Rd Ste B101 Chinatown Las Vegas  NV 89102
1093,31,roast duck,Golden Flower Chinese Cuisine,0.030303030303030304,4.0,3315 E Russell Rd Southeast Las Vegas  NV 89120
1094,32,roast duck,Tao Garden,0.02631578947368421,4.0,2050 N Alma School Rd Chandler  AZ 85224
1095,33,roast duck,Jade Palace,0.02631578947368421,3.5,9160 E Shea Blvd Ste 101 Scottsdale  AZ 85260
1096,34,roast duck,Ping Pang Pong,0.023923444976076555,3.5,4000 W Flamingo Rd 4000 W Flamingo Rd Las Vegas  NV 89103
1097,35,roast duck,Food Express Chinese Restaurant,0.022727272727272728,4.0,2003 S Decatur Blvd Ste B Westside Las Vegas  NV 89102
1098,36,roast duck,Noodle Exchange,0.02,3.5,Gold Coast 4000 W Flamingo Rd Las Vegas  NV 89103
1099,37,roast duck,Noodles,0.01932367149758454,3.0,Bellagio Resort &Casino 3600 S Las Vegas Blvd The Strip Las Vegas  NV 89109
1100,38,roast duck,Wo Fat,0.017857142857142856,3.5,3700 E Desert Inn Rd Ste 1 Eastside Las Vegas  NV 89121
1101,39,roast duck,Joyful House Chinese Cuisine,0.017241379310344827,4.0,4601 Spring Mountain Rd Chinatown Las Vegas  NV 89102
1102,40,roast duck,Satay Thai Bistro & Bar,0.016042780748663103,4.0,3900 Paradise Rd Ste N Eastside Las Vegas  NV 89169
1103,41,roast duck,Zine Noodles Dim Sum,0.015625,3.0,The Palazzo 3325 Las Vegas Blvd S The Strip Las Vegas  NV 89109
1104,42,roast duck,KJ Kitchen,0.015151515151515152,3.5,5960 Spring Mountain Rd Chinatown Las Vegas  NV 89146
1105,43,roast duck,Noodle Asia,0.012244897959183673,3.5,The Venetian 3355 Las Vegas Blvd S The Strip Las Vegas  NV 89109
1106,44,roast duck,Chang's Hong Kong Cuisine,0.010869565217391304,3.5,4670 S Decatur Blvd Las Vegas  NV 89103
1107,45,roast duck,Beijing Noodle No. 9,0.010752688172043012,2.5,Caesars Palace 3570 Las Vegas Blvd S The Strip Las Vegas  NV 89109
1108,46,roast duck,Thai Style Noodle House 2,0.008695652173913044,4.0,5135 S Fort Apache Ave Ste 125 Spring Valley Las Vegas  NV 89148
1109,47,roast duck,Fat Choy,0.006756756756756757,4.0,Eureka Casino 595 E Sahara Ave Eastside Las Vegas  NV 89104
1110,48,roast duck,Red 8,0.006711409395973154,3.5,3131 Las Vegas Blvd S The Strip Las Vegas  NV 89109
1111,49,roast duck,Pan Asian,0.006622516556291391,4.5,2980 S Durango Dr Ste 101 Westside Las Vegas  NV 89117
1112,50,roast duck,Veggie House,0.004830917874396135,4.5,5115 Spring Mountain Rd Ste 203 Chinatown Las Vegas  NV 89146
1113,51,roast duck,Orchids Garden Chinese Restaurant,0.004524886877828055,3.5,5485 W Sahara Ave Westside Las Vegas  NV 89146
1114,52,roast duck,Pho Kim Long,0.002890173410404624,3.5,4029 Spring Mountain Rd Chinatown Las Vegas  NV 89102
1115,1,chicken fried rice,Wongs To Go,0.5,4.0,5219 S 7th St Phoenix  AZ 85040
1116,2,chicken fried rice,Pick Up Stix,0.5,3.0,4030 W Ray Rd Chandler  AZ 85226
1117,3,chicken fried rice,Ming's Chinese Restaurant,0.5,3.5,465 Phillip Street Waterloo  ON N2L 6C7
1118,4,chicken fried rice,Great China,0.5,3.0,619 N Sherman Ave Madison  WI 53704
1119,5,chicken fried rice,China Joe's,0.3333333333333333,2.5,6126 W Lake Mead Blvd Las Vegas  NV 89108
1120,6,chicken fried rice,Cook On Wok,0.3333333333333333,3.0,10612 S Eastern Ave Ste A Anthem Henderson  NV 89077
1121,7,chicken fried rice,Lai Lai Restaurant,0.3333333333333333,4.0,175 W Avenue Kitchener  ON N2G 1R9
1122,8,chicken fried rice,Silver Dragon Chinese Restaurant,0.3333333333333333,3.5,1739 W Glendale Ave Phoenix  AZ 85021
1123,9,chicken fried rice,Go Go China,0.25,2.0,13636 N Tatum Blvd Ste 10 Phoenix  AZ 85032
1124,10,chicken fried rice,China Inn,0.25,2.5,894 S Boulder Hwy Henderson  NV 89015
1125,11,chicken fried rice,Wing Sing Inn,0.25,3.0,147 Dundee St Edinburgh EH11 1BP
1126,12,chicken fried rice,U & Me Cafe,0.25,4.0,3466 S Decatur Blvd Ste E Chinatown Las Vegas  NV 89102
1127,13,chicken fried rice,Hong Kong Restaurant,0.23076923076923078,3.5,2328 E Indian School Rd Phoenix  AZ 85016
1128,14,chicken fried rice,Golden Panda,0.2,4.0,13849 N 19th Ave Phoenix  AZ 85023
1129,15,chicken fried rice,Wok In Express,0.16666666666666666,3.5,35 S Gibson Rd Henderson  NV 89012
1130,16,chicken fried rice,May Garden Restaurant,0.14285714285714285,3.5,5814 W Indian School Rd Phoenix  AZ 85031
1131,17,chicken fried rice,Hot Wok Chinese Restaurant,0.14285714285714285,3.0,1050 E Ray Rd Chandler  AZ 85225
1132,18,chicken fried rice,China Place,0.125,3.0,6725 W Peoria Ave Peoria  AZ 85345
1133,19,chicken fried rice,Little Dumpling,0.125,3.5,9400 S Eastern Ave Southeast Las Vegas  NV 89123
1134,20,chicken fried rice,Wok N' Roll,0.125,3.5,250 Auburn Ave NE #101 Atlanta  GA 53562
1135,21,chicken fried rice,Ming's Pagoda,0.11764705882352941,3.0,12019 N 19th Ave Phoenix  AZ 85029
1136,22,chicken fried rice,Tasty Asian Kitchen,0.1111111111111111,3.0,5115 N Dysart Rd Litchfield Park  AZ 85340
1137,23,chicken fried rice,Golden Gate Chinese Restaurant,0.1111111111111111,3.5,1654 W Warm Springs Rd Henderson  NV 89014
1138,24,chicken fried rice,Nam's Noodle & Karaoke Bar,0.1,3.0,1336 Regent St Greenbush Madison  WI 53715
1139,25,chicken fried rice,Qwik Chinese Bistro,0.08333333333333333,4.0,9030 E Via Linda Ste100 Scottsdale  AZ 85258
1140,26,chicken fried rice,North China Restaurant,0.07692307692307693,3.5,12835 N Cave Creek Rd Phoenix  AZ 85022
1141,27,chicken fried rice,China Way Restaurant,0.07692307692307693,4.0,3021 N  Alma School Rd Chandler  AZ 85224
1142,28,chicken fried rice,Little Szechuan,0.07692307692307693,3.0,524 W University Dr Tempe  AZ 85281
1143,29,chicken fried rice,Pei Wei Asian Diner,0.07692307692307693,3.5,267 E Bell Rd. Suite 1 Phoenix  AZ 85022
1144,30,chicken fried rice,Chino Bandido,0.07514450867052024,3.5,1825 W Chandler Blvd Chandler  AZ 85224
1145,31,chicken fried rice,Orient House,0.075,4.0,626 S Park St Greenbush Madison  WI 53715
1146,32,chicken fried rice,Imperial Garden Chinese Restaurant,0.07142857142857142,3.5,4214 E Washington Ave Norman Acres Madison  WI 53704
1147,33,chicken fried rice,Kung Fu Chef,0.07142857142857142,3.5,5115 Spring Mountain Rd Ste 103 Chinatown Las Vegas  NV 89146
1148,34,chicken fried rice,China Pearl Chinese Restaurant,0.06666666666666667,4.0,3861 E Baseline Rd Gilbert  AZ 85234
1149,35,chicken fried rice,China One,0.06521739130434782,3.5,7080 N Durango Dr Ste 130 Centennial Las Vegas  NV 89149
1150,36,chicken fried rice,Tam's,0.0625,4.0,1714 E Broadway Rd Phoenix  AZ 85040
1151,37,chicken fried rice,Shanghai Club,0.06060606060606061,3.5,3434 W Anthem Way Ste 118 Anthem  AZ 85086
1152,38,chicken fried rice,Best Hong Kong Dining,0.06060606060606061,3.5,1116 S Dobson Rd Ste 123 Mesa  AZ 85202
1153,39,chicken fried rice,China Lite,0.058823529411764705,3.5,6941 N Hayden Rd Ste B2 Scottsdale  AZ 85250
1154,40,chicken fried rice,China A GoGo,0.058823529411764705,4.0,10140 W Tropicana Ave Ste 123 Spring Valley Las Vegas  NV 89147
1155,41,chicken fried rice,Good China Restaurant,0.05555555555555555,4.0,6544 W Thomas Rd Ste 38 Phoenix  AZ 85033
1156,42,chicken fried rice,P F Chang's China Bistro,0.05263157894736842,3.0,6610 E Superstition Springs Blvd Mesa  AZ 85206
1157,43,chicken fried rice,P F Chang's China Bistro,0.05128205128205128,3.0,Kierland Commons 7132 E Greenway Pkwy Scottsdale  AZ 85254
1158,44,chicken fried rice,Little Peking,0.05,4.0,10608 N 32nd St Phoenix  AZ 85028
1159,45,chicken fried rice,Max Asia Cafe,0.05,4.0,1018 N Arizona Ave Chandler  AZ 85225
1160,46,chicken fried rice,Chino Bandido,0.04904051172707889,4.0,15414 N 19th Ave Ste K Phoenix  AZ 85023
1161,47,chicken fried rice,China a Go Go,0.04878048780487805,4.0,505 E Windmill Ave Ste D Southeast Las Vegas  NV 89123
1162,48,chicken fried rice,Lillie's Asian Cuisine,0.045454545454545456,3.5,Golden Nugget Hotel & Casino 129 E Fremont St Downtown Las Vegas  NV 89101
1163,49,chicken fried rice,Shanghai Grill,0.045454545454545456,4.0,9044 W Union Hills Dr Ste 101 Peoria  AZ 85382
1164,50,chicken fried rice,China a Go Go,0.045454545454545456,4.0,170 N Boulder Hwy Ste 100 Henderson  NV 89015
1165,51,chicken fried rice,House of Yang,0.043478260869565216,3.5,13802 N Scottsdale Rd Scottsdale  AZ 85254
1166,52,chicken fried rice,Pei Wei Asian Diner,0.043478260869565216,3.5,20851 N Scottsdale Rd. Suite 105 Scottsdale  AZ 85255
1167,53,chicken fried rice,Golden Egg Roll,0.041666666666666664,3.5,3320 S Priest Dr Tempe  AZ 85282
1168,54,chicken fried rice,Jade Palace,0.039473684210526314,3.5,9160 E Shea Blvd Ste 101 Scottsdale  AZ 85260
1169,55,chicken fried rice,Koji Restaurant,0.037037037037037035,3.5,4500 W Tropicana Ave Las Vegas  NV 89103
1170,56,chicken fried rice,Ginger China Bistro,0.037037037037037035,4.0,5940 W Union Hills Dr Glendale  AZ 85308
1171,57,chicken fried rice,Yummy Grill & Sushi,0.037037037037037035,3.5,9711 S Eastern Ave Southeast Las Vegas  NV 89183
1172,58,chicken fried rice,China Grill,0.037037037037037035,3.5,7518 W Thunderbird Rd Ste 3 Peoria  AZ 85381
1173,59,chicken fried rice,Xo Chinese Food,0.037037037037037035,3.0,8090 Blue Diamond Rd Southwest Las Vegas  NV 89113
1174,60,chicken fried rice,Panda Garden,0.03571428571428571,3.5,4730 E Warner Rd Phoenix  AZ 85044
1175,61,chicken fried rice,Szechwan Palace,0.03571428571428571,4.0,2386 N Alma School Rd Chandler  AZ 85224
1176,62,chicken fried rice,Fu Restaurant,0.03571428571428571,3.5,4455 Paradise Rd Eastside Las Vegas  NV 89169
1177,63,chicken fried rice,Inchin Bamboo Garden,0.03571428571428571,3.5,10050 N Scottsdale Rd Ste 121 Paradise Valley  AZ 85253
1178,64,chicken fried rice,Chop Chop Wok,0.034482758620689655,4.0,6812 W Cheyenne Ave Northwest Las Vegas  NV 89108
1179,65,chicken fried rice,Ginseng 3,0.034482758620689655,3.0,3535 Las Vegas Blvd The Strip Las Vegas  NV 89109
1180,66,chicken fried rice,China One,0.034482758620689655,4.0,921 S Rainbow Blvd Westside Las Vegas  NV 89145
1181,67,chicken fried rice,Dao Kitchen Asian Bistro,0.034482758620689655,4.0,34455 N 27 Dr Ste D 160-162 Phoenix  AZ 85085
1182,68,chicken fried rice,Flamingo Palace,0.03333333333333333,3.5,350 E Bell Rd Ste 3 Phoenix  AZ 85022
1183,69,chicken fried rice,China Gourmet,0.03225806451612903,4.0,9002 W Sahara Ave Ste A Westside Las Vegas  NV 89117
1184,70,chicken fried rice,Wong's Restaurant,0.030303030303030304,4.0,10540 W Indian School Rd Phoenix  AZ 85037
1185,71,chicken fried rice,New Asian Kitchen,0.027777777777777776,4.0,4231 W Bell Road Phoenix  AZ 85053
1186,72,chicken fried rice,Cathay House Restaurant,0.024096385542168676,3.0,5300 Spring Mountain Rd Ste 107 Chinatown Las Vegas  NV 89146
1187,73,chicken fried rice,China Wok,0.022727272727272728,3.5,2334 N Scottsdale Rd Scottsdale  AZ 85257
1188,74,chicken fried rice,Li's Bowl,0.02127659574468085,4.0,6260 S 35th Ave Phoenix  AZ 85041
1189,75,chicken fried rice,Noodle Exchange,0.02,3.5,Gold Coast 4000 W Flamingo Rd Las Vegas  NV 89103
1190,76,chicken fried rice,Dragon Express,0.02,4.0,1125 W Baseline Rd Mesa  AZ 85210
1191,77,chicken fried rice,P F Chang's China Bistro,0.0196078431372549,3.0,The District 101 S Green Valley Pkwy Anthem Henderson  NV 89012
1192,78,chicken fried rice,Jade Palace,0.018867924528301886,4.0,23623 N Scottsdale Rd Scottsdale  AZ 85255
1193,79,chicken fried rice,P F Chang's China Bistro,0.018518518518518517,3.5,7135 E Camelback Rd Ste 101 The Waterfront Scottsdale  AZ 85251
1194,80,chicken fried rice,Pei Wei Asian Diner,0.017857142857142856,3.5,10830 W Charleston Blvd. Suite 110 Summerlin Las Vegas  NV 89135
1195,81,chicken fried rice,Joyful House Chinese Cuisine,0.017241379310344827,4.0,4601 Spring Mountain Rd Chinatown Las Vegas  NV 89102
1196,82,chicken fried rice,Miu's Cuisine,0.017241379310344827,4.0,2314 E Apache Blvd Tempe  AZ 85281
1197,83,chicken fried rice,China Magic Noodle House,0.01694915254237288,4.0,2015 N Dobson Rd Chandler  AZ 85224
1198,84,chicken fried rice,Zine Noodles Dim Sum,0.015625,3.0,The Palazzo 3325 Las Vegas Blvd S The Strip Las Vegas  NV 89109
1199,85,chicken fried rice,Wendy's Noodle Cafe,0.014492753623188406,4.0,3401 S Jones Blvd Chinatown Las Vegas  NV 89146
1200,86,chicken fried rice,Cafe Noodle & Chinese Barbeque,0.014285714285714285,3.5,4355 Spring Mountain Rd Chinatown Las Vegas  NV 89102
1201,87,chicken fried rice,Ocha Cuisine,0.014285714285714285,4.0,1201 Las Vegas Blvd S Downtown Las Vegas  NV 89104
1202,88,chicken fried rice,Nee House Chinese Restaurant,0.013157894736842105,3.5,13843 N Tatum Blvd Ste 15 Phoenix  AZ 85032
1203,89,chicken fried rice,Szechwan Palace,0.012987012987012988,3.5,Cofco Chinese Cultural Center 668 N 44th St  Ste 108 Phoenix  AZ 85008
1204,90,chicken fried rice,Big Buddha,0.012048192771084338,4.0,16572 W Greenway Rd Ste 115 Surprise  AZ 85388
1205,91,chicken fried rice,Simi's Cafe,0.012048192771084338,4.5,2401 E Baseline Rd Ste 118 Gilbert  AZ 85234
1206,92,chicken fried rice,Ling & Louie's Asian Bar and Grill,0.011627906976744186,3.5,9397 E Shea Blvd Ste 125 Scottsdale  AZ 85260
1207,93,chicken fried rice,Food Express Chinese Restaurant,0.011363636363636364,4.0,2003 S Decatur Blvd Ste B Westside Las Vegas  NV 89102
1208,94,chicken fried rice,Asian Cafe Express,0.01098901098901099,4.5,1911 W Main St Ste 3 Mesa  AZ 85201
1209,95,chicken fried rice,Chou's Kitchen,0.00980392156862745,4.0,910 N Alma School Rd Chandler  AZ 85224
1210,96,chicken fried rice,Ping Pang Pong,0.009569377990430622,3.5,4000 W Flamingo Rd 4000 W Flamingo Rd Las Vegas  NV 89103
1211,97,chicken fried rice,Thai House Restaurant,0.009345794392523364,3.5,9850 S Maryland Pkwy Ste 17 Southeast Las Vegas  NV 89123
1212,98,chicken fried rice,Yunnan Garden,0.008928571428571428,4.0,3934 Schiff Dr Chinatown Las Vegas  NV 89103
1213,99,chicken fried rice,Noodle Asia,0.00816326530612245,3.5,The Venetian 3355 Las Vegas Blvd S The Strip Las Vegas  NV 89109
1214,100,chicken fried rice,KJ Kitchen,0.007575757575757576,3.5,5960 Spring Mountain Rd Chinatown Las Vegas  NV 89146
1215,101,chicken fried rice,Kung Fu Thai & Chinese Restaurant,0.007407407407407408,3.5,3505 S Valley View Blvd Chinatown Las Vegas  NV 89103
1216,102,chicken fried rice,P F Chang's China Bistro,0.007042253521126761,3.5,Planet Hollywood Resort & Casino 3667 Las Vegas Blvd The Strip Las Vegas  NV 89109
1217,103,chicken fried rice,China Chili,0.006711409395973154,4.0,302 E Flower St Phoenix  AZ 85012
1218,104,chicken fried rice,Red 8,0.006711409395973154,3.5,3131 Las Vegas Blvd S The Strip Las Vegas  NV 89109
1219,105,chicken fried rice,Pho Kim Long,0.005780346820809248,3.5,4029 Spring Mountain Rd Chinatown Las Vegas  NV 89102
1220,106,chicken fried rice,Chang's Hong Kong Cuisine,0.005434782608695652,3.5,4670 S Decatur Blvd Las Vegas  NV 89103
1221,107,chicken fried rice,Orchids Garden Chinese Restaurant,0.004524886877828055,3.5,5485 W Sahara Ave Westside Las Vegas  NV 89146
1222,1,Peking duck,Pine Garden Chinese Restaurant,1.0,3.0,155 Morningside Road Morningside Edinburgh EH10 4AX
1223,2,Peking duck,Kan's Kitchen,0.3333333333333333,3.5,3407 S Jones Blvd Chinatown Las Vegas  NV 89146
1224,3,Peking duck,China Rainbow,0.2857142857142857,3.5,6630 W Cactus Rd Ste 102 Glendale  AZ 85304
1225,4,Peking duck,Empress Court,0.2,3.5,3570 Las Vegas Blvd The Strip Las Vegas  NV 89109
1226,5,Peking duck,Kweilin Restaurant,0.2,4.0,19-21 Dundas Street New Town Edinburgh EH3 6QG
1227,6,Peking duck,Blossom,0.14925373134328357,4.0,Aria Resort and Casino 3735 Las Vegas Blvd S The Strip Las Vegas  NV 89109
1228,7,Peking duck,Jasmine,0.12631578947368421,3.5,Bellagio Resort &Casino 3600 S Las Vegas Blvd The Strip Las Vegas  NV 89109
1229,8,Peking duck,Noodle ChaCha,0.09375,3.0,2021 W Sunset Rd Henderson  NV 89014
1230,9,Peking duck,The Clever Koi,0.09090909090909091,4.0,4236 N Central Ave Phoenix  AZ 85012
1231,10,Peking duck,Hong Kong Garden Seafood & BBQ Cafe,0.07894736842105263,3.5,3407 S. Jones Blvd Chinatown Las Vegas  NV 89146
1232,11,Peking duck,BBQ King,0.07692307692307693,2.5,5650 Spring Mountain Rd Chinatown Las Vegas  NV 89146
1233,12,Peking duck,Long Jin Chinese Cuisine,0.07317073170731707,4.0,4825 S Rainbow Blvd Ste 204-205 Spring Valley Las Vegas  NV 89103
1234,13,Peking duck,Imperial Garden Chinese Restaurant,0.07142857142857142,3.5,4214 E Washington Ave Norman Acres Madison  WI 53704
1235,14,Peking duck,Autumn Court Chinese Restaurant,0.06976744186046512,3.5,3752 E Indian School Rd Phoenix  AZ 85018
1236,15,Peking duck,101 Asian Buffet,0.06666666666666667,3.0,20440 N 27th Ave Phoenix  AZ 85027
1237,16,Peking duck,Fat Choy,0.060810810810810814,4.0,Eureka Casino 595 E Sahara Ave Eastside Las Vegas  NV 89104
1238,17,Peking duck,The Original Las Vegas Buffet,0.058823529411764705,3.0,4300 E Sunset Rd Unit C Henderson  NV 89014
1239,18,Peking duck,Diamond China Restaurant,0.05263157894736842,3.5,3909 W Sahara Ave Westside Las Vegas  NV 89102
1240,19,Peking duck,Tao Garden,0.05263157894736842,4.0,2050 N Alma School Rd Chandler  AZ 85224
1241,20,Peking duck,China Grill,0.046875,3.5,Mandalay Bay Hotel and Casino 3950 Las Vegas Blvd S The Strip Las Vegas  NV 89119
1242,21,Peking duck,Wahsun Chinese Restaurant,0.045454545454545456,4.0,8056 N 19th Ave Phoenix  AZ 85021
1243,22,Peking duck,Hakkasan Restaurant,0.045454545454545456,4.0,MGM Grand 3799 Las Vegas Blvd S The Strip Las Vegas  NV 89109
1244,23,Peking duck,Tai's Asian Bistro,0.043478260869565216,3.5,638 S Whitney Way Madison  WI 53719
1245,24,Peking duck,Noodle Exchange,0.04,3.5,Gold Coast 4000 W Flamingo Rd Las Vegas  NV 89103
1246,25,Peking duck,Nee House Chinese Restaurant,0.039473684210526314,3.5,13843 N Tatum Blvd Ste 15 Phoenix  AZ 85032
1247,26,Peking duck,China Grill,0.037037037037037035,3.5,7518 W Thunderbird Rd Ste 3 Peoria  AZ 85381
1248,27,Peking duck,Sam Woo BBQ Restaurant,0.03125,2.0,4215 Spring Mountain Rd Ste B101 Chinatown Las Vegas  NV 89102
1249,28,Peking duck,Pearl,0.029411764705882353,3.5,MGM Grand Hotel and Casino 3799 Las Vegas Blvd S Eastside Las Vegas  NV 89109
1250,29,Peking duck,Super Dragon,0.02631578947368421,4.0,1212 E Northern Ave Phoenix  AZ 85020
1251,30,Peking duck,Dragon Noodle Co.,0.02564102564102564,2.5,Monte Carlo Resort & Casino 3770 Las Vegas Blvd S The Strip Las Vegas  NV 89109
1252,31,Peking duck,Gourmet House of Hong Kong,0.022222222222222223,3.5,1438 E McDowell Rd Phoenix  AZ 85006
1253,32,Peking duck,Joyful House Chinese Cuisine,0.017241379310344827,4.0,4601 Spring Mountain Rd Chinatown Las Vegas  NV 89102
1254,33,Peking duck,George & Son's Asian Cuisine,0.013157894736842105,4.0,11291 E Via Linda Scottsdale  AZ 85259
1255,34,Peking duck,Jade Palace,0.013157894736842105,3.5,9160 E Shea Blvd Ste 101 Scottsdale  AZ 85260
1256,35,Peking duck,Cathay House Restaurant,0.012048192771084338,3.0,5300 Spring Mountain Rd Ste 107 Chinatown Las Vegas  NV 89146
1257,36,Peking duck,Food Express Chinese Restaurant,0.011363636363636364,4.0,2003 S Decatur Blvd Ste B Westside Las Vegas  NV 89102
1258,37,Peking duck,Little Buddha Restaurant & Sushi Bar,0.010638297872340425,3.5,The Palms Casino Resort 4321 W Flamingo  Rd Las Vegas  NV 89103
1259,38,Peking duck,Great Bao,0.010638297872340425,4.5,Las Vegas  NV 89103
1260,39,Peking duck,Ping Pang Pong,0.009569377990430622,3.5,4000 W Flamingo Rd 4000 W Flamingo Rd Las Vegas  NV 89103
1261,40,Peking duck,China Chili,0.006711409395973154,4.0,302 E Flower St Phoenix  AZ 85012
1262,41,Peking duck,Asian Cafe Express,0.005494505494505495,4.5,1911 W Main St Ste 3 Mesa  AZ 85201
1263,42,Peking duck,Asian BBQ & Noodles,0.005434782608695652,4.0,3400 S Jones Blvd Ste 5C Chinatown Las Vegas  NV 89146
1264,43,Peking duck,Pan Asian,0.0033112582781456954,4.5,2980 S Durango Dr Ste 101 Westside Las Vegas  NV 89117
1265,1,egg foo young,Garden Express,1.0,3.0,1825 W Buckeye Rd Phoenix  AZ 85007
1266,2,egg foo young,Golden Nugget Chinese Buffet,1.0,3.5,4955 W Indian School Rd Phoenix  AZ 85031
1267,3,egg foo young,Delicious & Best Chinese Food,1.0,3.0,860 E Twain #121 Eastside Las Vegas  NV 89169
1268,4,egg foo young,Great China,0.5,3.0,619 N Sherman Ave Madison  WI 53704
1269,5,egg foo young,Lotus Chinese Restaurant & Lounge,0.5,3.5,215 S Water St Henderson  NV 89015
1270,6,egg foo young,Imperial Garden Chinese Restaurant,0.42857142857142855,3.5,4214 E Washington Ave Norman Acres Madison  WI 53704
1271,7,egg foo young,Lin's Golden Chinese Restaurant,0.42857142857142855,4.5,5037 W Thomas Rd Phoenix  AZ 85035
1272,8,egg foo young,Golden Bowl Chinese Food,0.3333333333333333,3.5,3208 E Cactus Road Phoenix  AZ 85032
1273,9,egg foo young,Cook On Wok,0.3333333333333333,3.0,10612 S Eastern Ave Ste A Anthem Henderson  NV 89077
1274,10,egg foo young,Red Dragon Chinese and Mexican Food,0.3333333333333333,3.5,1520 W Indian School Road Phoenix  AZ 85015
1275,11,egg foo young,Liyuen,0.2,4.5,1602 S 7th Ave Phoenix  AZ 85007
1276,12,egg foo young,Kwan & Wok Chinese Restaurant,0.2,3.0,1702 W Camelback Rd Phoenix  AZ 85015
1277,13,egg foo young,China Wok,0.2,3.5,3073 W Craig Rd Ste 2 North Las Vegas  NV 89032
1278,14,egg foo young,Beijing Express,0.2,4.0,219 E Baseline Rd Ste H-2 Tempe  AZ 85283
1279,15,egg foo young,Tam's,0.1875,4.0,1714 E Broadway Rd Phoenix  AZ 85040
1280,16,egg foo young,Rice To You,0.18181818181818182,3.5,5132 W McDowell Rd Phoenix  AZ 85035
1281,17,egg foo young,Lim's Chinese Restaurant,0.16666666666666666,4.0,7532 W Indian School Rd Phoenix  AZ 85033
1282,18,egg foo young,Jong Wah Chinese Restaurant,0.14285714285714285,3.0,1309 W Guadalupe Rd Mesa  AZ 85202
1283,19,egg foo young,China A Go Go,0.14285714285714285,4.0,5841 E Charleston Blvd Ste 250 Sunrise Las Vegas  NV 89142
1284,20,egg foo young,Grace Garden,0.14285714285714285,4.0,4331 E Baseline Rd Gilbert  AZ 85234
1285,21,egg foo young,AJK Chinese Cuisine,0.125,3.5,1535 N Dysart Rd Ste A-3 Avondale  AZ 85323
1286,22,egg foo young,Hong Kong Asian Cuisine,0.125,3.5,15050 N Northsight Blvd Scottsdale  AZ 85260
1287,23,egg foo young,Golden Rice Express,0.1111111111111111,3.5,5835 W Thunderbird Rd Glendale  AZ 85306
1288,24,egg foo young,Lucky Kitchen,0.10526315789473684,3.0,1520 W Indian School Rd Ste 1 Phoenix  AZ 85015
1289,25,egg foo young,China Garden,0.1,3.5,4331 E Baseline Rd Ste B-109 Gilbert  AZ 85206
1290,26,egg foo young,Kwan's Sampan,0.08333333333333333,2.5,1927 N Gilbert Rd Mesa  AZ 85203
1291,27,egg foo young,Saigon Saigon,0.08333333333333333,3.5,14 S St Andrew St New Town Edinburgh EH2 2AZ
1292,28,egg foo young,New York Chinese Restaurant,0.08,3.5,3555 S Fort Apache Rd Spring Valley Las Vegas  NV 89147
1293,29,egg foo young,North China Restaurant,0.07692307692307693,3.5,12835 N Cave Creek Rd Phoenix  AZ 85022
1294,30,egg foo young,Red Dragon Chinese Food,0.07407407407407407,3.5,2160 N Alma School Rd Chandler  AZ 85224
1295,31,egg foo young,Pearl Wok To Go,0.07142857142857142,3.5,8550 W Charleston Blvd Ste 100 Westside Las Vegas  NV 89117
